,company_name,company_number,date_filed,doc_type,description,made_up_to,ixbrl,current_year,previous_year
1541,ABBEY (LIFE AND PENSIONS) BROKERS LIMITED,NI017893,02 Aug 2018,AA,Accounts for a dormant company,31 October 2017,No,2017.0,2016.0
1542,ABBEY (LIFE AND PENSIONS) BROKERS LIMITED,NI017893,25 Jul 2017,AA,Accounts for a dormant company,31 October 2016,No,2016.0,2015.0
1543,ABBEY (LIFE AND PENSIONS) BROKERS LIMITED,NI017893,25 Jul 2016,AA,Accounts for a dormant company,31 October 2015,No,2015.0,2014.0
1544,ABBEY (LIFE AND PENSIONS) BROKERS LIMITED,NI017893,31 Jul 2015,AA,Accounts for a dormant company,31 October 2014,No,2014.0,2013.0
1545,ABBEY (LIFE AND PENSIONS) BROKERS LIMITED,NI017893,18 Jul 2014,AA,Accounts for a dormant company,31 October 2013,No,2013.0,2012.0
1546,ABBEY (LIFE AND PENSIONS) BROKERS LIMITED,NI017893,02 Aug 2013,AA,Accounts for a dormant company,31 October 2012,No,2012.0,2011.0
1547,ABBEY (LIFE AND PENSIONS) BROKERS LIMITED,NI017893,02 Aug 2012,AA,Accounts for a dormant company,31 October 2011,No,2011.0,2010.0
1548,ABBEY (LIFE AND PENSIONS) BROKERS LIMITED,NI017893,02 Aug 2011,AA,Accounts for a dormant company,31 October 2010,No,2010.0,2009.0
1549,ABBEY (LIFE AND PENSIONS) BROKERS LIMITED,NI017893,12 May 2010,AA,Accounts for a dormant company,31 October 2009,No,2009.0,2008.0
1550,EYESPARKS LIMITED,NI643644,29 Nov 2019,AA,Total exemption full accounts,28 February 2019,Yes,2019.0,2018.0
1551,EYESPARKS LIMITED,NI643644,06 Nov 2018,AA,Unaudited abridged accounts,28 February 2018,Yes,2018.0,2017.0
1552,2 ARDENLEE STREET LIMITED,NI631063,23 Aug 2019,AA,Accounts for a dormant company,31 May 2019,Yes,2019.0,2018.0
1553,2 ARDENLEE STREET LIMITED,NI631063,21 Jun 2018,AA,Accounts for a dormant company,31 May 2018,Yes,2018.0,2017.0
1554,2 ARDENLEE STREET LIMITED,NI631063,09 Jun 2017,AA,Accounts for a dormant company,31 May 2017,Yes,2017.0,2016.0
1555,2 ARDENLEE STREET LIMITED,NI631063,15 Mar 2017,AA,Accounts for a dormant company,31 May 2016,Yes,2016.0,2015.0
1556,1440 DESIGN LTD,NI623475,20 Dec 2019,AA,Total exemption full accounts,31 March 2019,Yes,2019.0,2018.0
1557,1440 DESIGN LTD,NI623475,03 Jan 2019,AA,Total exemption full accounts,31 March 2018,No,2018.0,2017.0
1558,1440 DESIGN LTD,NI623475,04 Jan 2018,AA,Total exemption full accounts,31 March 2017,No,2017.0,2016.0
1559,1440 DESIGN LTD,NI623475,22 Dec 2016,AA,Total exemption small company accounts,31 March 2016,Yes,2016.0,2015.0
1560,1440 DESIGN LTD,NI623475,15 Dec 2015,AA,Accounts for a dormant company,31 March 2015,Yes,2015.0,2014.0
1561,ASURA FINANCIAL LTD,NI065575,30 Sep 2019,AA,Micro company accounts,31 December 2018,Yes,2018.0,2017.0
1562,ASURA FINANCIAL LTD,NI065575,03 Oct 2018,AA,Micro company accounts,31 December 2017,No,2017.0,2016.0
1563,ASURA FINANCIAL LTD,NI065575,14 Jul 2017,AA,Micro company accounts,31 December 2016,No,2016.0,2015.0
1564,ASURA FINANCIAL LTD,NI065575,29 Sep 2016,AA,Accounts for a dormant company,31 December 2015,Yes,2015.0,2014.0
1565,ASURA FINANCIAL LTD,NI065575,23 Sep 2015,AA,Accounts for a dormant company,31 December 2014,Yes,2014.0,2013.0
1566,ASURA FINANCIAL LTD,NI065575,28 Aug 2014,AA,Accounts for a dormant company,31 December 2013,No,2013.0,2012.0
1567,ASURA FINANCIAL LTD,NI065575,30 Aug 2013,AA,Accounts for a dormant company,31 December 2012,No,2012.0,2011.0
1568,ASURA FINANCIAL LTD,NI065575,25 Sep 2012,AA,Accounts for a dormant company,31 December 2011,No,2011.0,2010.0
1569,ASURA FINANCIAL LTD,NI065575,03 Nov 2011,AA,Accounts for a dormant company,31 December 2010,No,2010.0,2009.0
1570,ASURA FINANCIAL LTD,NI065575,29 Apr 2010,AA,Accounts for a dormant company,31 December 2009,No,2009.0,2008.0
1571,A S C A DESIGN SERVICES LIMITED,NI608214,28 Apr 2020,AA,Micro company accounts,30 July 2019,Yes,2019.0,2018.0
1572,A S C A DESIGN SERVICES LIMITED,NI608214,18 Jul 2019,AA,Micro company accounts,30 July 2018,Yes,2018.0,2017.0
1573,A S C A DESIGN SERVICES LIMITED,NI608214,30 Apr 2018,AA,Micro company accounts,31 July 2017,Yes,2017.0,2016.0
1574,A S C A DESIGN SERVICES LIMITED,NI608214,19 Apr 2017,AA,Micro company accounts,31 July 2016,Yes,2016.0,2015.0
1575,A S C A DESIGN SERVICES LIMITED,NI608214,06 Apr 2016,AA,Total exemption small company accounts,31 July 2015,Yes,2015.0,2014.0
1576,A S C A DESIGN SERVICES LIMITED,NI608214,31 Mar 2015,AA,Total exemption small company accounts,31 July 2014,No,2014.0,2013.0
1577,A S C A DESIGN SERVICES LIMITED,NI608214,24 Apr 2014,AA,Total exemption small company accounts,31 July 2013,No,2013.0,2012.0
1578,A S C A DESIGN SERVICES LIMITED,NI608214,23 Nov 2012,AA,Total exemption small company accounts,31 July 2012,No,2012.0,2011.0
1579,VANRATH HOLDINGS LIMITED,NI652913,25 Jan 2020,AA,Unaudited abridged accounts,30 April 2019,Yes,2019.0,2018.0
1580,SENTEL INDEPENDENT LIMITED,NI032991,25 May 2020,AA,Unaudited abridged accounts,29 February 2020,Yes,2020.0,2019.0
1581,SENTEL INDEPENDENT LIMITED,NI032991,29 Nov 2019,AA,Unaudited abridged accounts,28 February 2019,Yes,2019.0,2018.0
1582,SENTEL INDEPENDENT LIMITED,NI032991,30 Nov 2018,AA,Unaudited abridged accounts,28 February 2018,Yes,2018.0,2017.0
1583,SENTEL INDEPENDENT LIMITED,NI032991,04 Dec 2017,AA,Unaudited abridged accounts,28 February 2017,No,2017.0,2016.0
1584,SENTEL INDEPENDENT LIMITED,NI032991,30 Nov 2016,AA,Total exemption small company accounts,28 February 2016,Yes,2016.0,2015.0
1585,SENTEL INDEPENDENT LIMITED,NI032991,30 Nov 2015,AA,Total exemption small company accounts,28 February 2015,Yes,2015.0,2014.0
1586,SENTEL INDEPENDENT LIMITED,NI032991,28 Nov 2014,AA,Total exemption small company accounts,28 February 2014,No,2014.0,2013.0
1587,SENTEL INDEPENDENT LIMITED,NI032991,03 Dec 2013,AA,Total exemption small company accounts,28 February 2013,No,2013.0,2012.0
1588,SENTEL INDEPENDENT LIMITED,NI032991,04 Dec 2012,AA,Total exemption small company accounts,28 February 2012,No,2012.0,2011.0
1589,SENTEL INDEPENDENT LIMITED,NI032991,02 Dec 2011,AA,Total exemption small company accounts,28 February 2011,No,2011.0,2010.0
1590,SENTEL INDEPENDENT LIMITED,NI032991,02 Dec 2010,AA,Total exemption small company accounts,28 February 2010,No,2010.0,2009.0
1591,SENTEL INDEPENDENT LIMITED,NI032991,09 Jan 2010,AA,Total exemption small company accounts,28 February 2009,No,2009.0,2008.0
1592,ALJOY UNIQUE HEALTHCARE SERVICES LIMITED,NI655818,29 Nov 2019,AA,Micro company accounts,30 September 2019,Yes,2019.0,2018.0
1593,TERMAPEST LTD,NI040117,29 Nov 2019,AA,Micro company accounts,28 February 2019,Yes,2019.0,2018.0
1594,TERMAPEST LTD,NI040117,30 Nov 2018,AA,Micro company accounts,28 February 2018,Yes,2018.0,2017.0
1595,TERMAPEST LTD,NI040117,06 Oct 2017,AA,Micro company accounts,28 February 2017,Yes,2017.0,2016.0
1596,TERMAPEST LTD,NI040117,08 Jun 2016,AA,Total exemption small company accounts,29 February 2016,No,2016.0,2015.0
1597,TERMAPEST LTD,NI040117,26 Nov 2015,AA,Total exemption small company accounts,28 February 2015,Yes,2015.0,2014.0
1598,TERMAPEST LTD,NI040117,02 Dec 2014,AA,Total exemption small company accounts,28 February 2014,No,2014.0,2013.0
1599,TERMAPEST LTD,NI040117,05 Dec 2013,AA,Total exemption small company accounts,28 February 2013,No,2013.0,2012.0
1600,TERMAPEST LTD,NI040117,26 Nov 2012,AA,Total exemption small company accounts,29 February 2012,No,2012.0,2011.0
1601,TERMAPEST LTD,NI040117,14 Jul 2011,AA,Total exemption small company accounts,28 February 2011,No,2011.0,2010.0
1602,TERMAPEST LTD,NI040117,24 Nov 2010,AA,Total exemption small company accounts,28 February 2010,No,2010.0,2009.0
1603,TERMAPEST LTD,NI040117,14 Dec 2009,AA,Total exemption small company accounts,28 February 2009,No,2009.0,2008.0
1604,ADAMSEZ 'UK' LTD,NI609778,30 Oct 2017,AA,Unaudited abridged accounts,31 January 2017,Yes,2017.0,2016.0
1605,ADAMSEZ 'UK' LTD,NI609778,28 Feb 2017,AA,Total exemption small company accounts,31 May 2016,Yes,2016.0,2015.0
1606,ADAMSEZ 'UK' LTD,NI609778,31 May 2016,AA,Total exemption small company accounts,31 August 2015,Yes,2015.0,2014.0
1607,ADAMSEZ 'UK' LTD,NI609778,31 May 2015,AA,Total exemption small company accounts,31 August 2014,No,2014.0,2013.0
1608,ADAMSEZ 'UK' LTD,NI609778,05 Aug 2013,AA,Total exemption small company accounts,28 February 2013,No,2013.0,2012.0
1609,BARRONTOP FARM LIMITED,NI620220,23 Dec 2019,AA,Micro company accounts,31 March 2019,Yes,2019.0,2018.0
1610,BARRONTOP FARM LIMITED,NI620220,20 Dec 2018,AA,Micro company accounts,31 March 2018,Yes,2018.0,2017.0
1611,BARRONTOP FARM LIMITED,NI620220,21 Dec 2017,AA,Micro company accounts,31 March 2017,Yes,2017.0,2016.0
1612,BARRONTOP FARM LIMITED,NI620220,23 Aug 2016,AA,Total exemption small company accounts,31 March 2016,Yes,2016.0,2015.0
1613,BARRONTOP FARM LIMITED,NI620220,23 Aug 2016,AA,Total exemption small company accounts,30 September 2015,Yes,2015.0,2014.0
1614,BARRONTOP FARM LIMITED,NI620220,03 Jun 2015,AA,Total exemption small company accounts,30 September 2014,No,2014.0,2013.0
1615,AUDIO PROCESSING TECHNOLOGY LIMITED,NI022049,26 Sep 2019,AA,Accounts for a small company,31 December 2018,No,2018.0,2017.0
1616,AUDIO PROCESSING TECHNOLOGY LIMITED,NI022049,18 Jun 2018,AA,Accounts for a small company,31 December 2017,No,2017.0,2016.0
1617,AUDIO PROCESSING TECHNOLOGY LIMITED,NI022049,05 Oct 2017,AA,Accounts for a small company,31 December 2016,No,2016.0,2015.0
1618,AUDIO PROCESSING TECHNOLOGY LIMITED,NI022049,06 Jul 2016,AA,Accounts for a small company,31 December 2015,No,2015.0,2014.0
1619,AUDIO PROCESSING TECHNOLOGY LIMITED,NI022049,05 Aug 2015,AA,Accounts for a small company,31 December 2014,No,2014.0,2013.0
1620,AUDIO PROCESSING TECHNOLOGY LIMITED,NI022049,09 May 2014,AA,Accounts for a small company,31 December 2013,No,2013.0,2012.0
1621,AUDIO PROCESSING TECHNOLOGY LIMITED,NI022049,10 Sep 2013,AA,Accounts for a small company,31 December 2012,No,2012.0,2011.0
1622,AUDIO PROCESSING TECHNOLOGY LIMITED,NI022049,24 Aug 2012,AA,Accounts for a small company,31 December 2011,No,2011.0,2010.0
1623,AUDIO PROCESSING TECHNOLOGY LIMITED,NI022049,20 Apr 2011,AA,Accounts for a small company,31 December 2010,No,2010.0,2009.0
1624,AUDIO PROCESSING TECHNOLOGY LIMITED,NI022049,04 Oct 2010,AA,Accounts for a small company,31 December 2009,No,2009.0,2008.0
1625,ASHTON COMMUNITY TRUST,NI034595,20 Dec 2019,AA,Full accounts,31 March 2019,Yes,2019.0,2018.0
1626,ASHTON COMMUNITY TRUST,NI034595,03 Jan 2019,AA,Full accounts,31 March 2018,No,2018.0,2017.0
1627,ASHTON COMMUNITY TRUST,NI034595,31 Aug 2017,AA,Accounts for a small company,31 March 2017,No,2017.0,2016.0
1628,ASHTON COMMUNITY TRUST,NI034595,13 Oct 2016,AA,Accounts for a small company,31 March 2016,No,2016.0,2015.0
1629,ASHTON COMMUNITY TRUST,NI034595,16 Sep 2015,AA,Accounts for a small company,31 March 2015,No,2015.0,2014.0
1630,ASHTON COMMUNITY TRUST,NI034595,04 Nov 2014,AA,Accounts for a small company,31 March 2014,No,2014.0,2013.0
1631,ASHTON COMMUNITY TRUST,NI034595,04 Mar 2014,AA,Accounts for a small company,31 August 2013,No,2013.0,2012.0
1632,ASHTON COMMUNITY TRUST,NI034595,18 Dec 2012,AA,Accounts for a small company,31 August 2012,No,2012.0,2011.0
1633,ASHTON COMMUNITY TRUST,NI034595,17 Jan 2012,AA,Accounts for a small company,31 August 2011,No,2011.0,2010.0
1634,ASHTON COMMUNITY TRUST,NI034595,03 Mar 2011,AA,Accounts for a small company,31 August 2010,No,2010.0,2009.0
1635,ASHTON COMMUNITY TRUST,NI034595,19 Apr 2010,AA,Accounts for a small company,31 August 2009,No,2009.0,2008.0
1636,MULTIPLEX BROADCASTING SERVICES N.I. LIMITED,NI605600,18 Sep 2019,AA,Micro company accounts,31 December 2018,No,2018.0,2017.0
1637,MULTIPLEX BROADCASTING SERVICES N.I. LIMITED,NI605600,01 Oct 2018,AA,Micro company accounts,31 December 2017,No,2017.0,2016.0
1638,MULTIPLEX BROADCASTING SERVICES N.I. LIMITED,NI605600,05 Oct 2017,AA,Micro company accounts,31 December 2016,No,2016.0,2015.0
1639,MULTIPLEX BROADCASTING SERVICES N.I. LIMITED,NI605600,21 Sep 2016,AA,Total exemption small company accounts,31 December 2015,No,2015.0,2014.0
1640,MULTIPLEX BROADCASTING SERVICES N.I. LIMITED,NI605600,06 Oct 2015,AA,Total exemption small company accounts,31 December 2014,No,2014.0,2013.0
1641,MULTIPLEX BROADCASTING SERVICES N.I. LIMITED,NI605600,09 Oct 2014,AA,Total exemption small company accounts,31 December 2013,No,2013.0,2012.0
1642,MULTIPLEX BROADCASTING SERVICES N.I. LIMITED,NI605600,30 Sep 2013,AA,Total exemption small company accounts,31 December 2012,No,2012.0,2011.0
1643,MULTIPLEX BROADCASTING SERVICES N.I. LIMITED,NI605600,07 Sep 2012,AA,Accounts for a dormant company,31 December 2011,No,2011.0,2010.0
1644,AGENCY HAIR LTD.,NI651080,07 Nov 2019,AA,Total exemption full accounts,31 March 2019,Yes,2019.0,2018.0
1645,THREE SOFTWARE LTD,NI051661,25 Jun 2019,AA,Micro company accounts,30 September 2018,Yes,2018.0,2017.0
1646,THREE SOFTWARE LTD,NI051661,21 Jun 2018,AA,Micro company accounts,30 September 2017,Yes,2017.0,2016.0
1647,THREE SOFTWARE LTD,NI051661,30 Jun 2017,AA,Micro company accounts,30 September 2016,Yes,2016.0,2015.0
1648,THREE SOFTWARE LTD,NI051661,22 Jun 2016,AA,Micro company accounts,30 September 2015,Yes,2015.0,2014.0
1649,THREE SOFTWARE LTD,NI051661,15 May 2015,AA,Total exemption small company accounts,30 September 2014,No,2014.0,2013.0
1650,THREE SOFTWARE LTD,NI051661,26 Jun 2014,AA,Total exemption small company accounts,30 September 2013,No,2013.0,2012.0
1651,THREE SOFTWARE LTD,NI051661,26 Jun 2013,AA,Total exemption small company accounts,30 September 2012,No,2012.0,2011.0
1652,THREE SOFTWARE LTD,NI051661,19 Jun 2012,AA,Total exemption small company accounts,30 September 2011,No,2011.0,2010.0
1653,THREE SOFTWARE LTD,NI051661,13 Jun 2011,AA,Total exemption small company accounts,30 September 2010,No,2010.0,2009.0
1654,THREE SOFTWARE LTD,NI051661,07 Jun 2010,AA,Total exemption small company accounts,30 September 2009,No,2009.0,2008.0
1655,WELLINGTON PROFESSIONAL RECRUITMENT LTD,NI067466,13 Mar 2019,AA,Accounts for a dormant company,31 December 2018,Yes,2018.0,2017.0
1656,WELLINGTON PROFESSIONAL RECRUITMENT LTD,NI067466,17 Aug 2018,AA,Accounts for a dormant company,31 December 2017,Yes,2017.0,2016.0
1657,WELLINGTON PROFESSIONAL RECRUITMENT LTD,NI067466,28 Sep 2017,AA,Accounts for a dormant company,31 December 2016,Yes,2016.0,2015.0
1658,WELLINGTON PROFESSIONAL RECRUITMENT LTD,NI067466,12 Sep 2016,AA,Accounts for a dormant company,31 December 2015,Yes,2015.0,2014.0
1659,WELLINGTON PROFESSIONAL RECRUITMENT LTD,NI067466,28 Sep 2015,AA,Accounts for a dormant company,31 December 2014,Yes,2014.0,2013.0
1660,WELLINGTON PROFESSIONAL RECRUITMENT LTD,NI067466,29 Jul 2014,AA,Accounts for a dormant company,31 December 2013,No,2013.0,2012.0
1661,WELLINGTON PROFESSIONAL RECRUITMENT LTD,NI067466,03 Sep 2013,AA,Accounts for a dormant company,31 December 2012,No,2012.0,2011.0
1662,WELLINGTON PROFESSIONAL RECRUITMENT LTD,NI067466,13 Sep 2012,AA,Accounts for a dormant company,31 December 2011,No,2011.0,2010.0
1663,WELLINGTON PROFESSIONAL RECRUITMENT LTD,NI067466,17 Aug 2011,AA,Accounts for a dormant company,31 December 2010,No,2010.0,2009.0
1664,WELLINGTON PROFESSIONAL RECRUITMENT LTD,NI067466,23 Mar 2010,AA,Accounts for a dormant company,31 December 2009,No,2009.0,2008.0
1665,POSTAL SORT PARCELS LIMITED,NI645776,16 Mar 2020,AA,Accounts for a dormant company,31 May 2019,Yes,2019.0,2018.0
1666,POSTAL SORT PARCELS LIMITED,NI645776,01 Apr 2019,AA,Accounts for a dormant company,31 May 2018,Yes,2018.0,2017.0
1667,DIGITALTWENTYFOUR LIMITED,NI633981,16 Sep 2019,AA,Micro company accounts,31 March 2019,Yes,2019.0,2018.0
1668,DIGITALTWENTYFOUR LIMITED,NI633981,29 Jun 2018,AA,Micro company accounts,31 October 2017,Yes,2017.0,2016.0
1669,DIGITALTWENTYFOUR LIMITED,NI633981,05 Jul 2017,AA,Total exemption small company accounts,31 October 2016,No,2016.0,2015.0
1670,NAKED PR LIMITED,NI612626,16 Jan 2020,AA,Micro company accounts,30 April 2019,Yes,2019.0,2018.0
1671,NAKED PR LIMITED,NI612626,18 Jan 2019,AA,Micro company accounts,30 April 2018,Yes,2018.0,2017.0
1672,NAKED PR LIMITED,NI612626,11 Jan 2018,AA,Micro company accounts,30 April 2017,Yes,2017.0,2016.0
1673,NAKED PR LIMITED,NI612626,26 Oct 2016,AA,Total exemption small company accounts,30 April 2016,Yes,2016.0,2015.0
1674,NAKED PR LIMITED,NI612626,12 Nov 2015,AA,Total exemption small company accounts,30 April 2015,Yes,2015.0,2014.0
1675,NAKED PR LIMITED,NI612626,02 Oct 2014,AA,Total exemption small company accounts,30 April 2014,No,2014.0,2013.0
1676,NAKED PR LIMITED,NI612626,30 Sep 2013,AA,Total exemption small company accounts,30 April 2013,No,2013.0,2012.0
1677,BT48.COM LTD,NI612448,20 Dec 2019,AA,Micro company accounts,31 March 2019,Yes,2019.0,2018.0
1678,BT48.COM LTD,NI612448,20 Dec 2018,AA,Micro company accounts,31 March 2018,Yes,2018.0,2017.0
1679,BT48.COM LTD,NI612448,21 Dec 2017,AA,Micro company accounts,31 March 2017,Yes,2017.0,2016.0
1680,BT48.COM LTD,NI612448,21 Dec 2016,AA,Total exemption small company accounts,31 March 2016,Yes,2016.0,2015.0
1681,BT48.COM LTD,NI612448,23 Dec 2015,AA,Total exemption small company accounts,31 March 2015,Yes,2015.0,2014.0
1682,BT48.COM LTD,NI612448,23 Oct 2014,AA,Total exemption small company accounts,31 March 2014,No,2014.0,2013.0
1683,BT48.COM LTD,NI612448,29 Oct 2013,AA,Total exemption small company accounts,31 March 2013,No,2013.0,2012.0
1684,CS COMMUNICATIONS LTD,NI630431,29 Jan 2020,AA,Micro company accounts,30 April 2019,Yes,2019.0,2018.0
1685,CS COMMUNICATIONS LTD,NI630431,25 Jan 2019,AA,Micro company accounts,30 April 2018,Yes,2018.0,2017.0
1686,CS COMMUNICATIONS LTD,NI630431,29 Jan 2018,AA,Micro company accounts,30 April 2017,Yes,2017.0,2016.0
1687,CS COMMUNICATIONS LTD,NI630431,21 Dec 2016,AA,Total exemption small company accounts,30 April 2016,Yes,2016.0,2015.0
1688,360 DESIGN & FITOUT LTD,NI631179,27 Feb 2020,AA,Micro company accounts,31 May 2019,Yes,2019.0,2018.0
1689,360 DESIGN & FITOUT LTD,NI631179,28 Feb 2019,AA,Micro company accounts,31 May 2018,Yes,2018.0,2017.0
1690,360 DESIGN & FITOUT LTD,NI631179,26 Feb 2018,AA,Micro company accounts,31 May 2017,Yes,2017.0,2016.0
1691,360 DESIGN & FITOUT LTD,NI631179,07 Feb 2017,AA,Total exemption small company accounts,31 May 2016,Yes,2016.0,2015.0
1692,CDS CITY RADAR LIMITED,NI643062,28 Jan 2020,AA,Micro company accounts,31 January 2019,Yes,2019.0,2018.0
1693,CDS CITY RADAR LIMITED,NI643062,12 Sep 2018,AA,Accounts for a dormant company,31 January 2018,Yes,2018.0,2017.0
1694,THE TOMORROW LAB CREATE LTD,NI633788,29 Jun 2020,AA,Total exemption full accounts,31 August 2019,No,2019.0,2018.0
1695,THE TOMORROW LAB CREATE LTD,NI633788,05 Jun 2019,AA,Total exemption full accounts,31 August 2018,No,2018.0,2017.0
1696,THE TOMORROW LAB CREATE LTD,NI633788,26 Jan 2018,AA,Total exemption full accounts,31 August 2017,No,2017.0,2016.0
1697,THE TOMORROW LAB CREATE LTD,NI633788,19 May 2017,AA,Total exemption small company accounts,31 August 2016,No,2016.0,2015.0
1698,SSAS SOLUTIONS (UK) LTD,NI606336,05 Sep 2019,AA,Full accounts,31 March 2019,No,2019.0,2018.0
1699,SSAS SOLUTIONS (UK) LTD,NI606336,03 Aug 2018,AA,Total exemption full accounts,31 March 2018,No,2018.0,2017.0
1700,SSAS SOLUTIONS (UK) LTD,NI606336,18 Sep 2017,AA,Total exemption full accounts,31 March 2017,No,2017.0,2016.0
1701,SSAS SOLUTIONS (UK) LTD,NI606336,23 Aug 2016,AA,Total exemption small company accounts,31 March 2016,No,2016.0,2015.0
1702,SSAS SOLUTIONS (UK) LTD,NI606336,31 Dec 2015,AA,Total exemption small company accounts,31 March 2015,No,2015.0,2014.0
1703,SSAS SOLUTIONS (UK) LTD,NI606336,23 Dec 2014,AA,Total exemption small company accounts,31 March 2014,No,2014.0,2013.0
1704,SSAS SOLUTIONS (UK) LTD,NI606336,23 Dec 2013,AA,Total exemption small company accounts,31 March 2013,No,2013.0,2012.0
1705,SSAS SOLUTIONS (UK) LTD,NI606336,30 Oct 2012,AA,Accounts for a dormant company,31 March 2012,No,2012.0,2011.0
1706,TRP SERVICES LTD,NI071554,31 Oct 2019,AA,Total exemption full accounts,31 January 2019,Yes,2019.0,2018.0
1707,TRP SERVICES LTD,NI071554,18 Oct 2018,AA,Total exemption full accounts,31 January 2018,Yes,2018.0,2017.0
1708,TRP SERVICES LTD,NI071554,06 Nov 2017,AA,Total exemption full accounts,31 January 2017,No,2017.0,2016.0
1709,TRP SERVICES LTD,NI071554,17 Oct 2016,AA,Total exemption small company accounts,31 January 2016,Yes,2016.0,2015.0
1710,TRP SERVICES LTD,NI071554,14 Oct 2015,AA,Total exemption small company accounts,31 January 2015,Yes,2015.0,2014.0
1711,TRP SERVICES LTD,NI071554,30 Oct 2014,AA,Total exemption small company accounts,31 January 2014,No,2014.0,2013.0
1712,TRP SERVICES LTD,NI071554,30 Oct 2013,AA,Total exemption small company accounts,31 January 2013,No,2013.0,2012.0
1713,TRP SERVICES LTD,NI071554,31 Oct 2012,AA,Total exemption small company accounts,31 January 2012,No,2012.0,2011.0
1714,TRP SERVICES LTD,NI071554,28 Mar 2012,AA,Total exemption full accounts,31 January 2011,No,2011.0,2010.0
1715,TRP SERVICES LTD,NI071554,15 Nov 2010,AA,Total exemption full accounts,31 January 2010,No,2010.0,2009.0
1716,BALLYPRINT.COM LTD,NI617794,19 Dec 2019,AA,Total exemption full accounts,31 March 2019,Yes,2019.0,2018.0
1717,BALLYPRINT.COM LTD,NI617794,11 Oct 2018,AA,Total exemption full accounts,31 March 2018,Yes,2018.0,2017.0
1718,BALLYPRINT.COM LTD,NI617794,24 May 2017,AA,Total exemption full accounts,31 March 2017,Yes,2017.0,2016.0
1719,BALLYPRINT.COM LTD,NI617794,16 Jun 2016,AA,Total exemption small company accounts,31 March 2016,Yes,2016.0,2015.0
1720,BALLYPRINT.COM LTD,NI617794,18 Jun 2015,AA,Total exemption small company accounts,31 March 2015,Yes,2015.0,2014.0
1721,BALLYPRINT.COM LTD,NI617794,16 Sep 2014,AA,Total exemption small company accounts,31 March 2014,No,2014.0,2013.0
1722,BLUECUBES ENTERPRISES LTD,NI045251,29 May 2020,AA,Unaudited abridged accounts,31 August 2019,Yes,2019.0,2018.0
1723,BLUECUBES ENTERPRISES LTD,NI045251,24 May 2019,AA,Unaudited abridged accounts,31 August 2018,Yes,2018.0,2017.0
1724,BLUECUBES ENTERPRISES LTD,NI045251,31 May 2018,AA,Unaudited abridged accounts,31 August 2017,Yes,2017.0,2016.0
1725,BLUECUBES ENTERPRISES LTD,NI045251,29 May 2017,AA,Total exemption small company accounts,31 August 2016,Yes,2016.0,2015.0
1726,BLUECUBES ENTERPRISES LTD,NI045251,31 May 2016,AA,Total exemption small company accounts,31 August 2015,Yes,2015.0,2014.0
1727,BLUECUBES ENTERPRISES LTD,NI045251,02 Jun 2015,AA,Total exemption small company accounts,31 August 2014,No,2014.0,2013.0
1728,BLUECUBES ENTERPRISES LTD,NI045251,02 Jun 2014,AA,Total exemption small company accounts,31 August 2013,No,2013.0,2012.0
1729,BLUECUBES ENTERPRISES LTD,NI045251,04 Jun 2013,AA,Total exemption small company accounts,31 August 2012,No,2012.0,2011.0
1730,BLUECUBES ENTERPRISES LTD,NI045251,07 Jun 2012,AA,Total exemption small company accounts,31 August 2011,No,2011.0,2010.0
1731,BLUECUBES ENTERPRISES LTD,NI045251,27 May 2011,AA,Total exemption small company accounts,31 August 2010,No,2010.0,2009.0
1732,BLUECUBES ENTERPRISES LTD,NI045251,02 Jun 2010,AA,Total exemption small company accounts,31 August 2009,No,2009.0,2008.0
1733,CORVUS RECRUITMENT LTD,NI606401,24 Dec 2019,AA,Total exemption full accounts,30 March 2019,Yes,2019.0,2018.0
1734,CORVUS RECRUITMENT LTD,NI606401,22 Dec 2018,AA,Total exemption full accounts,30 March 2018,Yes,2018.0,2017.0
1735,CORVUS RECRUITMENT LTD,NI606401,22 Dec 2017,AA,Micro company accounts,30 March 2017,Yes,2017.0,2016.0
1736,CORVUS RECRUITMENT LTD,NI606401,22 Dec 2016,AA,Total exemption small company accounts,30 March 2016,Yes,2016.0,2015.0
1737,CORVUS RECRUITMENT LTD,NI606401,29 Dec 2015,AA,Total exemption small company accounts,30 March 2015,No,2015.0,2014.0
1738,CORVUS RECRUITMENT LTD,NI606401,30 Dec 2014,AA,Total exemption small company accounts,30 March 2014,No,2014.0,2013.0
1739,CORVUS RECRUITMENT LTD,NI606401,23 Dec 2013,AA,Total exemption small company accounts,30 March 2013,No,2013.0,2012.0
1740,CORVUS RECRUITMENT LTD,NI606401,12 Feb 2013,AA,Total exemption small company accounts,30 March 2012,No,2012.0,2011.0
1741,A2 SOFTWARE SERVICES LTD,NI059381,27 Feb 2020,AA,Micro company accounts,31 May 2019,Yes,2019.0,2018.0
1742,A2 SOFTWARE SERVICES LTD,NI059381,17 Dec 2018,AA,Total exemption full accounts,31 May 2018,Yes,2018.0,2017.0
1743,A2 SOFTWARE SERVICES LTD,NI059381,25 Feb 2018,AA,Total exemption full accounts,31 May 2017,Yes,2017.0,2016.0
1744,A2 SOFTWARE SERVICES LTD,NI059381,20 Apr 2017,AA,Total exemption small company accounts,31 May 2016,No,2016.0,2015.0
